Title,Date,Rating,Author,Summary,OCN,Pros,Cons,Verdict
Acer Aspire VX 15 VX5-591G,2017-05-11,9.1,Markus Dahlberg,Härlig speldator som ser ut som den ska men som kostar mycket mindre än man kan tro.,Dator,,,Bland anslutningarna noterar vi exempelvis en usb c-port samt inbyggd kortläsare. Det känns modernt och smidigt. I övrigt finns det en hdmi-utgång för en extern skärm samt en gammal hederlig usb 2.0-port som är lämplig till en mus. Dumt nog sitter den på vänstra sidan – de flesta har ju musen till höger om datorn. I högerkant finns det två usb 3.0-portar som lär behövas för exempelvis en rejäl extern hårddisk. Man kan ju tycka att usb-portarna borde byta plats för att det hela ska kännas riktigt genomtänkt.
Samsung Galaxy S8+,2017-05-10,8.3,Morten Skeldal Østergaard,Samsungs nya flaggskepp är både underbar och kass.,Telefon, Snabb, Dyr,
Asus ZenBook UX430UQ-PURE1,2017-06-02,8.9,Morten Skeldal Østergaard,Bra allrounddator.,Dator, Inga onödiga program, Ljusförorening från tangenterna,
Audio Pro Addon T10 gen2,2017-05-17,9.0,Markus Dahlberg,Svensk Bluetooth-högtalare av hög kvalitet med härligt ljud.,Högtalare, Hög byggkvalitet, Dyr,
Brother P-touch Cube,2017-05-17,8.2,Markus Dahlberg,Batteridriven etikettskrivare som även kan skriva ut på presentsnören.,Skrivare, Portabel, Bara Bluetooth,
Ashampoo Snap 10,2017-05-12,9.2,Emil Maischnack Jensen,Ett bra program för alla som behöver ta många bilder av det som visas på skärmen.,Program appar spel, Många funktioner,,
Libratone Zipp MK II,2017-05-13,9.0,Mikkel Jacobsen,Batteridriven högtalare som fungerar överallt.,Högtalare, Bra ljud, Dyr,
Acer Swift 3,2017-05-22,7.9,Emil Maischnack Jensen,Gedigen bärbar pc till rimligt pris.,Dator, Lätt och gedigen, Lite för mörk skärm,
Fotobok Solentro,2017-06-11,5.9,Christian Slot,"Solentros fotobok håller inte måttet på vare sig inbindning, bildkvalitet eller program.",Diverse, Rimligt pris, Billig inbindning,
Sony 55XE9005,2017-05-20,8.7,Mathias Alsted Lund Flinck,"Sonys Smart-TV-serie XE9005 innehåller en rad modeller med fantastisk bildkvalitet, underbar kontrast och bra färgbalans. Användarvänligheten lever dock inte upp till den höga bildkvaliteten.",TV, Fantastisk bildkvalitet, Krånglig styrning,
Zyxel NAS326,2017-05-21,8.5,Christian Slot,Zyxel NAS326 är i grunden enkel att installera och att använda.,Nätverkshårddisk (NAS), Intuitiv installation, Dålig support,
Fotobok – Photobox,2017-05-21,7.5,Christian Slot,Bilderna låga skärpa drar ner betyget,Diverse, Exklusiv inbindning i svart, Billigt omslag,
Cooler Master MasterMouse Pro L,2017-05-22,9.5,Torben R. Simonsen,Smart mus med utbytbara paneler för optimalt grepp.,Mus, Anpassningsbar, Underlig placering av dpi-knappen,
Poly-Control Danalock V3,2017-05-22,8.9,Torben R. Simonsen,"Med Danalock V3 har Poly-Control gjort sitt smarta lås mindre, kraftfullare och snabbare.",Nätverkstillbehör, Enkel montering och installation, Reagerar långsamt,
Fotobok – Foto.com,2017-05-24,8.2,Christian Slot,"Kvaliteten inne i boken är fin, men omslaget imponerar inte i fotoboken från Foto.com.",Diverse, Bra bildkvalitet, Aningen för kraftiga färger,
Samsung UE55MU7005,2017-06-02,8.1,Mathias Alsted Lund Flinck,"Samsungs UE55MU7005T är en glimrande tv med intelligenta funktioner, läckra detaljer och en extremt lättanvänt gränssnitt.",TV, Mycket enkel att använda, Svarta områden saknar detaljer,
Acer Swift 5,2017-05-29,8.5,Morten Skeldal Østergaard,"Tunn, lätt och snabb bärbar pc.",Dator, Lätt och tunn, Skruttig elkontakt,
Acer Predator X34A,2017-05-26,8.2,Morten Skeldal Østergaard,Bred skärm med bra bild.,Skärm, Bra bild i brett format, Tar stor plats,
Fotobok – Cewe,2017-05-27,8.9,Christian Slot,Cewes fotobok är snygg och redigeringsverktyget är enkelt att använda.,Diverse, Rejäl och bra inbindning, Få detaljer vid hög kontrast,
Ashampoo Video Converter,2017-06-04,9.5,Mikkel Jacobsen,Enkelt och effektiv videokonvertering.,Program appar spel, Lätt att använda,,
Logitech G Pro Gaming Mouse,2017-06-02,7.5,Mikkel Jacobsen,En bra mus med missar,Mus, Skön att hålla i, Motstridiga reglage,
Fotobok – Smartphoto,2017-06-02,8.1,Christian Slot,Bilderna i fotoboken från Smartphoto är skarpa och sidorna är helt plana när bokden öppnas. Aningen dyr.,Diverse," Skarpa bilder, platt rygg", Dyr,
Denver Frameo,2017-06-04,6.9,Emil Maischnack Jensen,Bra digital fotoram med imponerande mycket minne men med en i vissa delar irriterande app,Diverse, Enkel att installera, Omöjligt att i appen se om bilder är stående eller liggande,
HP Envy 13 – ab080no,2017-06-02,8.7,Morten Skeldal Østergaard,Snabbast av alla på filöverföringar,Dator, Snabb ssd, Problematiskt tangentbord,
TomTom Touch Cardio,2017-06-06,8.8,Mikkel Jacobsen,Hälsoarmband som räknar steg och mäter hur du mår.,Smartklockor, Lång batteritid, Tveksam kalorimätning,
Lenovo Yoga 710,2017-06-06,7.9,Morten Skeldal Østergaard,Snabb processor och gott om ramminne,Dator, Snabb processor, Tangentbordet sviktar,
Apple iPhone 7,2016-09-22,10.0,SLO,iPhone 7 har fått en hel del uppdateringar under skalet och är utan tvekan den snabbaste och bästa smartmobilen på marknaden just nu.,Telefon,,,"Apple lanserade iPhone 7 med pompa och ståt och den välkända frasen ”den bästa iPhonen någonsin”. Självklart, frestas vi att säga. Under de senaste iPhone-lanseringarna har dock de stora innovationerna uteblivit och vi har i princip fått ge oss till tåls med nyheter under skalet. Kameran har blivit bättre, processorn snabbare och det finns fler sensorer installerade. Frånvaron av rejäla nyheter börjar nu till och med besvära Apples fans."
Sony Xperia XZ,2016-09-30,8.3,Mikkel Jacobsen,"Läcker telefon, men med ett par missar",Telefon,,,"
Xperia-serien kännetecknas av en härligt kantig formgivning som skiljer sig markant från konkurrenternas allt mer avrundade uttryck. Det ser bra ut, men är inte så skönt för händerna. Det är förstås upp till var och en att bedöma hur det känns, men under hela testperioden kände jag hur telefonens ena hörn gnagde in i min handflata. Det är förståeligt att Sony vill särskilja sig från andra märken, men jag saknar i alla fall de mjukare från andra telefoner."
Deltaco TB-119,2016-09-29,7.5,Christian Slot,Deltaco har tagit fram ett kompakt tangentbord som tål ett portabelt liv,Tangentbord,,,"Det är ganska tyst när man skriver på TB-119, vilket är bra eftersom man ofta använder det på ställen där man vill störa så lite som möjligt."
Microsoft Internet Explorer,2016-09-28,5.5,Henning Dadkhah Rasmussen,"Internet Explorer var en gång världens favorit, men nu är den omkörd av Chrome, Firefox och Edge, som följer med Windows 10.",Program appar spel,,,"JavaScript-test: 126,87"
Sandberg Solar Powerback 3000 Lightning,2016-09-29,7.9,Christian Slot ,För friluftsmänniskor är ett portabelt batteri med solceller rena drömmen.,Portabelt batteri,,,"En annan detalj som är värd att notera är att av de 3000 milliamperetimmarna går det bara att få ut cirka två tredjedelar av kapaciteten. I vårt test laddade vi upp en iPhone 6, som har en batterikapacitet på 1810 milliamperetimmar. Det batteriet klarar Solar Powerbank att ladda fullt och det finns till och med lite ström (cirka fem procent) över. Det ger en nettokapacitet på 66 procent, vilket är i linje vad man kan förvänta sig. Prislappen på 400 kronor är lite för väl tilltagen med tanke på kapaciteten."
Sandberg Excellence PowerBank 3000,2016-09-30,6.9,Christian Slot,"Sandbergs portabla batteri är lätt och smidigt, men kapaciteten är låg med tanke på priset.",Portabelt batteri,,,"På ovansidan sitter det fyra lysdioder som visar hur mycket ström det finns kvar i batteriet, som för övrigt laddas med en vanlig usb-kabel. Det har en kapacitet på 3000 milliamperetimmar, vilket i teorin innebär att det går att ladda en iPhone 6 (som har en batterikapacitet på 1810 milliamperetimmar) lite drygt en och en halv gång. I praktiken går det dock bara att ladda telefonen fullt exakt en gång innan lamporna indikerar att batteriet är tomt. Det ger en effektivitet på 60 procent, vilket är sämre än normalt. I vanliga fall kan man räkna med att ett portabelt batteri ger omkring två tredjedelar av märkt effekt. Priset på 249 kronor känns lite högt när det finns alternativ med högre kapacitet."
Brave,2016-09-28,6.0,Henning Dadkhah Rasmussen,Brave är en webbläsare som fokuserar på att skydda användaren från att avslöja för mycket om sig själv till annonsörer. Den stoppar poppuppfönster och annonser.,Program appar spel,,, 
BenQ Zowie Vital,2016-09-29,8.6,Anders Daugaard,Enkelt ljudkort som ger bättre ljud från datorn,Diverse,,, 
Sony SRS-XB3,2016-09-29,8.8,Anders Daugaard,Portabel Bluetooth-högtalare med djup bas,Högtalare,,,"Det finns även en inbyggd mikrofon eftersom det går att svara på inkommande samtal via högtalaren. Om det ringer är det bara att trycka på en knapp, så stängs musiken av samtidigt som man svarar på telefonsamtalet."
Lenovo IdeaPad 100 80MJ,2016-07-30,6.8,Anders Daugaard,Bärbar pc med gårdagens teknik.,Dator,,,Det trådlösa nätverkskortet har bara stöd för den gamla n-standarden i stället för den nyare och snabbare ac-standarden. Dessutom är två usb-portar i underkant för en så här stor dator.
Asus R557LA,2016-07-30,6.8,Testzonen,Snabb bärbar med gott om plats,Dator,,,"Från det att du startar Asus R557LA tar det lite över en halv minut innan Windows 10 är klart att användas. Trots detta hamnar den 15,6 tum stora och 2,3 kilo tunga datorn bland de långsammare. Anledningen är att en långsam mekanisk hårddisk utgör lagringsutrymmet, som i gengäld är 1 000 gigabyte stort."
HP Pavilion 15-ay036,2016-07-30,6.3,Anders Daugaard,Stor bärbar för små behov,Dator,,,"Trots att datorn har ett trådlöst ac-nätverkskort, har den dessutom en nätverks-"
ASUS MG24UQ,2016-06-29,10.0,MAR,Liten skärm i toppklass,Skärm,,,"Skärmen kan anslutas via hdmi och DisplayPort, och eftersom den kan vridas på högkant är det lätt att komma åt alla anslutningar på baksidan."
HP PageWide Pro 452dw,2016-07-11,4.0,RAS,Skrivaren för HELA skrivbordet,Skrivare,,,"PageWide Pro 452dw är dyr för att vara en renodlad skrivare, och de extra stora bläckpatronerna kostar över 1000 kronor styck."
RAZER LEVIATHAN MINI,2016-06-29,7.0,MAT,Bastung minihögtalare,Högtalare,,,"Razer har dock lyckats göra en lättanvänd och på många sätt praktisk högtalare. Det tar inte många minuter från att packa upp den tills musiken flödar. Bluetooth-kopplingen fungerar perfekt, annars finns både NFC och vanlig hederlig ljudutgång."
ASHAMPOO PHOTO RECOVERY,2016-06-29,7.0,MAT,Noggrann räddning av förlorade bilder,Program appar spel,,,Sökningen är extremt grundlig och i vårt test hittade Photo Recovery alla raderade bilder på såväl en ssd som en hårddisk och ett usb-minne. Sökningen tar dock tid. När vi valde snabbsökning av en ssd på 128 gigabyte tog det flera timmar innan det var klart.
Spotcam (inomhus),2016-06-29,9.0,ERK,Smidig övervakning inomhus,Kameror,,,"Förutom att se vad kameran fångar för tillfället går det att se tidigare händelser. På webben sparas automatiskt alla händelser som har registrerats under de senaste 24 timmarna och det är bara att spola tillbaka tiden i appen och se vad som har hänt. Rörelsesensorn i kameran fungerar perfekt och så fort någonting rör sig framför kameran spelar den in. Det fungerar oklanderligt under vårt test. Så fort en händelse inträffar skickas även e-post samt en notis i telefonen. Eftersom varje händelse sparas på tidsaxeln är det lätt att gå tillbaka och se vad som triggade inspelningen. För att kunna gå längre tillbaka i tiden får man teckna ett av de tre abonnemang som finns: två dagars sparad video för 590 kr/år, en vecka för 1090 kr/år eller en månad för 3290 kr/år."
SANDBERG POWERBAR,2016-06-29,8.0,MAR,Batteri att ha i fickan,Portabelt batteri,,,"Batteriet är på 2200 milliampere, vilket räcker för normalstora mobiltelefoner men knappast till en pekdator. Det är litet nog för att ligga i en ficka eller handväska."
TP-Link Smart Wi-Fi Plug HS110,2016-06-29,8.0,Martin Haverholm,Timer med energimätare,Diverse, Hög kvalitet, Ganska stor,"Installationen är smärtfri. Först ska appen hämtas och sedan ska Smart Plug anslutas till det trådlösa nätverket. Allt sköts via appen och det går till exempel att se hur mycket en apparat har dragit historiskt eftersom alla data sparas. Via appen ställs också fasta start- och stopptider in, och det fungerar i praktiken som de vanliga vägguttagstimerna vi är vana vid."
CANON POWERSHOT SX720 HS,2016-06-29,6.0,ERK,"Extrem zoom, en låg bildkvalitet",Kameror,,,"En titt i specifikationerna visar att kameran stödjer trådlösa nätverk. Tanken är att den ska anslutas till hemnätverket för att via det överföra tagna bilder direkt till en dator eller via Canons så kallade Image Gateway, som är Canons lagringstjänst för bilder på internet. Två gigabyte ingår när man köper en Canonkamera. Detta låter ju underbart, men vi hade problem med att få det hela att fungera. Det finns inga instruktioner som visar hur det går till och efter att ha kämpat ett bra tag med alla tänkbara trådlösa inställningar och det program som finns att hämta från Canon gav vi upp. I stället gjorde vi som förr i tiden och anslöt kameran direkt till datorn via en usb-sladd. Detta må vara gammaldags, men det fungerar snabbt och lätt."
SAMSUNG GEAR VR,2016-06-29,8.0,RAS,Dyr entré till konstgjord verklighet,Diverse,,,"I den tillhörande appen finns det mängder med fascinerande spel och filmer. Många är gratis, andra kostar pengar. Innehållet håller överlag högre kvalitet än vad som finns till Google Cardboard. Här finns till exempel titeln Jurassic Park där man hamnar mitt i en regnskog med en sovande dinosaurie framför sig. Upplevelsen är total och om man vrider på huvudet ser man omgivningarna på samma sätt som om man vore där på riktigt. Det känns verkligen som att stå i regnskogen. På samma sätt går det att hämta innehåll där man hamnar långt ut i rymden eller flyger över Sibirien."
ASUS RT-AC5300,2016-06-21,8.0,DAU,Extrem router räcker långt,Router,,,Vi mäter genomsnittshastigheter på omkring 310 megabit per sekund på 5–gigahertzbandet och knappt 100 Mbit/s i n-nätverket och räckvidden är som sagt klart bättre. Å andra sidan går det att nå samma hastigheter med en router som kostar en tredjedel så mycket. 
Canon Pixma MG7750,2016-09-01,7.9,Mathias Alsted Flinck,Kvalitetsutskrifter i långsamt tempo,Skrivare,,,"Att kopiera och skanna är mycket smidigt, även om pekskärmen inte alltid reagerar med hög precision. Framför allt går det snabbt att skanna, och MG7750 registrerar själv hur stort område som ska läsas in, så att du slipper stora vita kanter när du läser in något litet. Det är en smart detalj som ingen av de andra testdeltagarna erbjuder. Kvaliteten står dock inte i paritet med användarvänligheten, framför allt inlästa bilder blir ofta relativt gryniga."
DORO 8030,2016-06-29,9.0,SKE,Hjälpfull mobiltelefon,Telefon,,,På baksidan finns det en assistansknapp som kan ställas in att skicka ett meddelande eller ringa ett förinställt telefonnummer så fort den trycks in.
AOC Q3277PQU,2016-07-30,9.0,MAT,Knivskarp jätteskärm,Skärm,,,"Förutom den fina bilden och den goda ergonomin bjuder AOC även på ovanligt många anslutningar. Vi får de vanliga bildingångarna som till exempel dvi, hdmi och vga, tillsammans med hela fyra usb-portar, varav två är usb 3.0."
EPSON EH-TW5210,2016-06-29,9.0,Lars Bennetzen,"Underhållning på 7,6 meter",Diverse,,,Majoriteten av alla funktioner går att nå från knappsatsen på projektorns ovansida eller från den fjärrkontroll som följer med.
ACER ASPIRE V17 NITRO VN7-792G-739Q,2016-06-29,9.0,ERK,Modern och snabb bärbar dator,Dator,,,"Acer har byggt in sin dator i ett väldigt läckert chassi. Ytan är hård och gummilik och gångjärnen är perfekt strama och stadiga. Vi måste dock dra av poäng för musplattan som känns för lös och alldeles för billig jämfört med övriga komponenter. Tangentbordet är bakgrundsbelyst – dock inte bokstäverna, vilket hade varit önskvärt, utan bara tangenterna. Det är skönt att skriva på tangenterna som reagerar kvickt och resolut."
Wacom Bamboo Spark,2016-06-29,9.0,Lars Bennetzen,Digitala anteckningar,Diverse,,,Bamboo Spark är ett elektroniskt omslag för vanliga anteckningsblock av papper. Papperet ligger ovanpå Spark och allt som ritas och skrivs kopieras i den digitala enheten. Den digitala kopian kan sedan överföras till en pekdator eller smartmobil.
Sandberg Gamer Desk Pad XXXL,2016-06-29,10.0,MHA,Megamatta för hela skrivbordet,Diverse,,,Det finns tusentals med musmattor av alla möjliga slag att välja mellan. Vill man dock ha den största är valet enkelt – Sandbergs Gamer Desk Pad XXXL. Den täcker hela skrivbordet och både tangentbord och mus får utan vidare plats. Den är så stor att den kan misstas för en duk.
